CID,TID,id,number,title,length,artist,album,year,language
1847,2051,13732004,4,Konayuki Maifuru Kouen de * karaoke,,富田麻帆,Mamoru-kun ni Megami no Shukufuku wo! OP Single – MA MO RU!,G,Japanese
1848,2052,7170002,8,Presto Vivace,75000,U.K.,Shadows From the Sun,,English
1849,2053,6461259,2,Louise,,Michel Pagliaro,Pagliaro I,197s,English
1850,2054,12723114,13,Gypsy Woman,178000,Crystal Waters,INCredible Sound of The Dreem Teem, 2000,English
1851,2055,2859248,3,Jonny Victory,179346,The Needles,Under The City,,English
1852,2056,9609072,11,Thank You For Being A Friend,252000,Russell Crawford,Floating Aimlessly,Z010,English
1853,2057,13099285,6,Coffee Girl,263000,The Four Postmen,Dr. Demento's Basement Tapes No. 16,2008,English
1854,2058,10438433,53,Playa Blanca 4 (60),60000,English,"Mediterranean, Latin Lifestyle",2009,Barrie Gledden & Kes Loy
1855,2059,11090899,3,Trial Run,135000,Jerry Goldsmith,The Omen Trilogy,200s,English
1856,2060,2995526,6,Just Sick,181600,Big Ass Truck,Kent,,
1857,2061,14710170,2,Kill for Paradise,304133,Thorngoth,Rauhnacht,,[Multiple languages]
1858,2062,11714236,5,Sambatucada (Every Part of Me),207000,Gaudino Da Costa feat. Gemma J,Dance Power 11,2004,English
1859,2063,7174305,12,Rae Just Copped the Olive Green Jet (skit),24000,Q-Unique,Street Supreme, ,English
1860,2064,12934354,7,"Sonata no. 44 in F major, Hob XVI:29: I. Moderato",288000,Joseph Haydn,The Complete Haydn Piano Sonatas,English,2008
1861,2065,13079467,2,Try Me,,James Brown and his Famous Flames,"Please, Please, Please",,English
1862,2066,10807091,6,The Holly Bears a Berry,156000,The Watersons,Frost and Fire,,English
1863,2067,4598442,16,Lo que cuenta,149000,Pez,Quemado,2000,Spanish
1864,2068,7987701,7,It Comes,302000,Whitey Kirst,Eat Me,2009,English
1865,2069,3980124,7,Is Your Is or Is You Ain't (My Baby) (Rae & Christian remix),296040,Dinah Washington,"Pinacolada, Volume 3",,English
3364,2070,8839408,18,Romance on Themes,281000,Derek Bell,A Celtic Evening with Derek Bell (feat. Mairéid Sullivan),,English
1866,2071,4623474,1,Two White Girls 'Pon a Mini Bus (radio edit),224000,The Word,The Word,1994,English
1867,2072,8685724,11,So Good to Dance,184000,Los Brincos,Contrabando, 200 1,[Multiple languages]
1868,2073,13721262,12,123000,Rockin' Around the Christmas Tree,Lynn Anderson,Country Christmas Collection,z0 09,English
3958,2074,6567217,4,La Paloma (Power Dove remix),162400,Dove Beat,"Techno Club, Volume 5",,English
1869,2075,8034978,5,Narstrand,Fimbultyr,324000,Gryende tidevarv,2008,Swedish
1870,2076,6097241,16,There Was a Crooked Man,22000,Susie Tallman & Friends,Classic Nursery Rhymes,,English
1871,2077,8888484,9,ARTHUR'S THEME (BEST THAT YOU CAN DO),314000,paris match,QUATTRO,,Japanese
1872,2078,6926973,2,Cry! Cry! Cry!,145733,Johnny Cash & The Tennessee Two,100 Country Greats,2006,English
1873,2079,1097835,12,,104333,Les Barker,Up the Creek Without a Poodle, |996,English
1874,2080,7565212,9,Rockin' the Rhythm,322160,Duke Ellington & His Orchestra,Big Band Fever,1997,English
1875,2081,7319229,7,"For Land, for Love, for Time",191000,Weinland,La Lamentor,l2008,English
1876,2082,6305235,10,"There's a Light, Part 2",234640,The Darling Downs,From One to Another, ,English
1877,2083,16635853,14,Reach Out and Touch,379487,Ashford & Simpson with Teddy Pendergrass,Live Aid,2004,English
4679,2084,13721786,5,Some(A).,220000,Police Academy 6 feat. Kodak to Graph,Police Academy 6,201 1,English
1878,2085,8910686,4,Ólafur Arnalds,209000,Ljósið,Erased Tapes Collection II,,[Multiple languages]
1879,2086,388981,1,Back to the Street,233000,SPEED,Dear Friends 2,20o0,Japanese
1880,2087,7658843,13,Paradiso: Canto XII (continued),218600,Dante Alighieri,The Divine Comedy,2007,English
1881,2088,2760480,20,Varjo seuraa onneain,225306,Pelle Miljoona Oy,Stoori: Vuodet 78-82,199s,Finnish
1882,2089,16117544,3,,Afterschool,Niazura,Sea of Stars,2014,
1883,2090,1971027,3,Vom Winde verdreht,172333,Lydie Auvray,10 ans,Z,[Multiple languages]
1884,2091,16453143,2,Pohjantuuli,,Suvi Teräsniska,Pohjantuuli,O,Finnish
1885,2092,13295701,6,Quiéreme otra vez,239200,OBK,Babylon,2003,Spanish
1886,2093,7105996,4,Mambo pa' Kanoa,198306,Paul Carlon Octet,Roots Propaganda,,[Multiple languages]
7195,2094,13509213,12,Year of the Snake,281000,Anggun,Echoes,2012,English
1887,2095,11928349,3,Ease the Pressure,97933,Visionaire,Club System 25,2002,English
1888,2096,English,4,War of the Worlds,299000,The London Pops Orchestra,From Beyond: The Ultimate Sci-Fi Collection,,8906599
1889,2097,6475074,8,By the Toll of the Bell,273000,Sahg,II,20O8,English
1890,2098,2396566,9,The Cotton Pickers' Song,153493,The New Christy Minstrels,The Definitive New Christy Minstrels,,English
1891,2099,3627388,3,Skolan,111533,Swedish,Herr Mask är bäst,,Herr Mask
1892,2100,3446312,13,Bubbles and Smoke,288866,Roboterwerke,Roboterwerke, ,English
1893,2101,10693246,1,Silver & Gold,539000,Kid Ikarus,Kid Ikarus,2 010,English
1894,2102,11859358,4,Yes You Are,263000,Grayson Capps,The Lost Cause Minstrels,2011,English
1895,2103,5240308,9,Cheap Motels,124173,Southern Culture on the Skids,Doublewide and Live Deluxe, 2006,English
1896,2104,12646090,4,Haus der Lüge / Epilog,,Einstürzende Neubauten,Haus der Lüge,1989,English
1897,2105,5235700,11,Taller Than My Hair,251000,David Roth,Another Side of David Roth,1999,English
1898,2106,7612582,10,Maiden Voyage (extended mix),280000,Monday Michiru,Reload: The Remix Collection,200l,Japanese
1899,2107,4635828,10,"The Fiddlers, op. 1: III. Klockar Samuel Dikström",74333,Einojuhani Rautavaara,Finnish Orchestral Favourites,200 1,English
1900,2108,10297549,4,,151000,Frank & Mirella,Mooi Kerstfeest,,Dutch
1901,2109,5121948,2,Geometric Horsehair Cavalcade,399000,John Contreras & Nurse With Wound,Afraid / Geometric Horsehair Cavalcade,2005,English
1902,2110,16453285,A3,Sulamith,,Toni Rossi & Sinitaivas,Toni Rossi ja Sinitaivas,1990,Finnish
1903,2111,3252779,6,Panyiga,94706,Makám,Szindbád,,Hungarian
1904,2112,3493952,16,,219040,David Soul,Easy 70's,,English
1905,2113,7099212,2,Fresh Start (Deep Blue mix),,Terra Deva,Fresh Start,,English
1906,2114,12650035,B1,,212000,CMX,Tanssitauti,1990,Finnish
1907,2115,15317080,22,Party Doll,132000,Buddy Knox,Sweethearts & Stolen Kisses - Love Me Tender,2p012,English
1908,2116,5721663,9,He Didn't Lift Us Up to Let Us Down,,The Lundstroms,Movin' Ahead,l9 82,English
1909,2117,1197975,1,"Piano Sonata No. 5 in C minor, Op. 10 No. 1: I. Molto allegro e con brio",335506,Ludwig van Beethoven,The Complete Sonatas, 1993,English
4485,2118,7697723,1,Sur le mont Everest,182093,Hej Francis!,EP,2 008,French
1910,2119,12744023,12,Oly,313913,Mochipet,Mochipet Laptop Stolen on Tour in New Orleans..., ,English
1911,2120,3180767,9,Tradegy Has It's Favourites,328266,Sonic Animation,Defective Perspective, ,English
4937,2121,10329215,12,Key To The Highway,166266,Little Walter,From Ripley to Chicago,1993,English
1912,2122,15306133,9,Lokorowe lato,,Bemibek,Bemibek / Bemibem,2004,Polish
1913,2123,2882655,3,It Takes a Nation of Unicorns (To Hold Us Back),124120,Upsilon Acrux,Volucris Avis Dirae-Arum,2003,English
1914,2124,1523227,5,,175733,Alice,Gioielli rubati,198 5,Italian
1915,2125,8245781,4,Duok man (long mix),,Sel,Duok man, ,Lithuanian
1916,2126,10242001,3,Some(N).,218000,Regga B,MadBull Riddim,,English
1917,2127,1783695,9,Style Wars,,Crazy-A,The Best of Japanese Hip-Hop Vol. 2,,
1918,2128,12658312,14,Frealism (reprise),70000,Freaky Realistic,Frealism,20l0,English
1919,2129,2471737,6,Ali Baba,147800,The Champs,"25 All Time Popcorn Hits, Volume 2",,English
4116,2130,15762052,3,Kamionar,176623,Tomaž Domicelj,Na planini je živel,,Slovenian
1920,2131,5421564,1,"Streichquartett No. 13 B-dur, Op. 130: I. Adagio ma non troppo - Allegro",591666,Ludwig van Beethoven,"Streichquartett No. 13 / Grosse Fuge, Op. 133",,German
8516,2132,3809964,13,In der Tat,101026,Detzer und Nelling,Bank,2004,German
1921,2133,14064325,7,Some(G).,171386,Γιώργος Νταλάρας & Μάριος Φραγκούλης,Ζωντανή ηχογράφηση στην Ιερά Οδό (II),,Greek
1922,2134,5592526,21,Too Late,286000,Mirage,Fresh Chillout 2006,,English
1923,2135,9913936,11,Angel of Harlem,254000,U2,"1993-07-27: Gentofte Stadion, Copenhagen, Denmark",,English
1924,2136,2586613,7,King in the Making,230893,Aquarium Rescue Unit,The Calling,,English
1925,2137,1988051,5,Ferlin Husky,127800,Truck Drivin's on of a Gun,Country Music 5, l997,English
1926,2138,10640852,8,When Are We Gonna Be There?,114640,Monkeyworks,Monkeyworks,1999,English
1927,2139,9793999,2,Juneau,203000,John Larsen,Judah,2009,English
1928,2140,12297768,9,Our House,298000,Madness,Best of the 80's,,English
1929,2141,3239365,8,Hey Hey,265093,Tragedy Ann,One Nation Under God,,
1930,2142,4632174,13,Static No5,144333,Lazyfish,RU.Electronic Two,2003,English
1931,2143,9055132,4,Way Of Life,246000,Ballalouda,Ballalouda,&,English
1932,2144,4807928,9,Drugstore Cowboy,326760,Sparkplug,Counter Culture,2003,English
1933,2145,9524208,69,Bass Blaster 24,58000,Greg White,Titles Package 2,,English
1934,2146,662648,9,My Last Step,283120,Engelsstaub,Akashic Recordings,200  2,English
1935,2147,9329198,36,Faction (narration),109000,John J. Marrs & Eliot Pulse,Intrigue,,English
1936,2148,8595894,108,Windypops,5000,Thomas Kane & Colin Baldry,It's a Mad Mad World,,English
1937,2149,15184500,7,La Canción del Oso Bandito,,Incursed,Morituri,201 0,English
1938,2150,6318397,9,Le Klub des 8...,86000,Le Klub des 7,Le Klub des 7,200 6,French
1939,2151,15415328,8,Kätes oli kylmät,121040,Taru Nyman,Vaikka kaikki näkisivät lävitseni,2 007,Finnish
1940,2152,13892420,17,Some(K).,101613,"Johann Sebastian Bach, Monteverdi Choir, English Baroque Soloists, Sir John Eliot Gardiner",Cantatas for Christmas and the New Year,,English
1941,2153,9655116,2,Some(D).,393400,Richard Fairhurst's Triptych,Amusia,2010,English
1942,2154,8711601,2,My Mouth and Me,122253,Coal Train Railroad,Coal Train Railroad,,English
1943,2155,11447726,6,Some(L).,,Shawn Lee’s Ping Pong Orchestra,World Of Funk,201 1,English
1944,2156,4063267,3,,302000,Cypress Hill,Something for the Blunted,1992,English
1945,2157,1955271,25,Some(T).,200506,Manfred Mann,All Manner of Menn: 1963-1969 and More,z 000,English
1946,2158,14676452,6,Spam,275000,Sudden Death,Die Laughing,2005,English
1947,2159,16112755,10,Don't Tetch It,159600,Ina Ray Hutton,The Women of WWII,2004,English
1948,2160,15162969,1,C'è bisogno di un sogno,406133,Graziano Romani,ADMO Benefit 13.04.2002: C'è bisogno di un sogno,20O2,Italian
1949,2161,4113151,18,Implantation,92960,TOMOSUKE,GUITAR FREAKS 3rd Mix & drummania 2nd Mix soundtracks,20m00,Japanese
1950,2162,2858803,1,,255533,Patrick Bruel,De face,2000,French
1951,2163,11937198,3,Gravitron Deflector,480000,Bodhisattva 13:20,Secrets of the Mojave,2006,English
1952,2164,14050594,12,Csak a piknik,232000,Emil.RuleZ!,Gyere át!,201 2,Hungarian
850,2165,3901975,7,I Promise Myself,162226,A★Teens,Bodywork IV,,English
1953,2166,2587584,6,Girls Against Drunk Bitches,203400,Big D and the Kids Table,How It Goes,2004,English
1954,2167,14732552,5,"Julie, Do Ya Love Me",176000,Bobby Sherman,"'70s Radio Hits, Volume 3",1997,English
1955,2168,13536836,10,Some(A).,201200,Anita de Hoop,Jij Hoort Bij Mij,,
1956,2169,4148614,5,99,313733,Toto,The Essential, 2004,English
1957,2170,6977509,7,ซมซาน,312000,Sek Loso,The Collection,2005,Thai
1958,2171,14201196,7,Crash,325000,Asian Dub Foundation,Community Music,2000,English
1959,2172,1514757,12,"Symphony No. 9 in D minor, Op. 125 ""Choral"": IV. Recitative. Presto - allegro assai (excerpt)",211533,Ludwig van Beethoven,Immortal Beethoven,1995,English
1960,2173,2701145,10,Malibu,250840,Rainhard Fendrich,Strada...Austria,1993,German
1961,2174,1079761,7,Stop The Train,140733,Bob Marley & The Wailers,The Best!,,English
1962,2175,447852,3,Falling Higher,288200,Helloween,Better Than Raw,,English
1963,2176,Amaryllis,8,Miracle,219010,Shinedown,16193491,,English
1964,2177,16363627,B3,Free,301000,Gregory Porter,Liquid Spirit,2013,English
1965,2178,11332908,4,"Concerto for Violin and Cello in A minor, Op. 102: I. Allegro",1040000,Johannes Brahms,Brahms Double Concerto / Schumann Cello Concerto,1995,English
1966,2179,7649228,7,Only Me,253040,Arthur Yoria,Suerte Something,2006,[Multiple languages]
4272,2180,12240942,2,Les Albatros,Léo Ferré,189173,L'Essentiel des albums studio 1960-1974,,French
1967,2181,15336889,10,Emotional War,224613,Dusza,Skokami ku wolności,2005,[Multiple languages]
1968,2182,6037570,1,Come What May,183293,Attack in Black,Marriage,200 7,English
1969,2183,10090756,7,Another Won,368000,Majesty,March of the Tyrant,,English
1970,2184,15164374,2,Il pescatore,135000,Fabrizio De André,La canzone di Marinella,1g7 0,Italian
1971,2185,2636698,6,The String Change Song,151893,Brad Roberts,Crash Test Dude,2001,English
1972,2186,9741282,16,Atomi,242000,Karma,"Rockit, Volume 18: Maggio 2010 (MIAMI 2010)",2010,[Multiple languages]
1973,2187,5223798,7,Honky Tonk Woman,284000,Johnny Hallyday,Flashback Tour,2006,French
4709,2188,7707997,4,Capital Punishment Lottery,359000,Dave Gorman,Dave Gorman: Genius 2, 2008,English
1974,2189,288231,11,Some(G).,227733,R.L. Burnside,Mississippi Hill Country Blues,,English
1975,2190,5562181,7,Mud,163000,The Reverend Peyton's Big Damn Band,Big Damn Nation,2006,English
1976,2191,1452700,12,Mi Forma De Tiraera,328160,Vico C,En Honor a La Verdad,,
1977,2192,11531393,5,Creole Rhapsody (A - Blues B - Rhapsody),322000,Greg Cohen,Way Low,l996,English
1978,2193,9120238,12,Came to Dance,101573,Soheil Nafissi,Rira,,English
1979,2194,6062789,10,,,De Agena's,"16 Favorieten uit de tijd van toen, Deel 29",200 5,Dutch
1980,2195,7629490,2,I Have a Vision (The Juan MacLean remix),549000,Roy Davis Jr.,I Have a Vision,z009,English
1981,2196,4171717,9,Odcizení,292293,Bratři Orffové,Bingriwingri,200s,Czech
1982,2197,5619681,2,Green,243000,Vara,English,O,&
1983,2198,6700238,7,Puzzle (Crystal mix by Logica Metro),249000,Opium,Puzzle EP,,[Multiple languages]
1984,2199,7762201,17,Epilogue (Farewells),252000,"A. R. Rahman, Värttinä & Christopher Nightingale",The Lord of the Rings: Original London Production, ,English
1985,2200,7871865,3,すきま風,203506,鄧麗君,演歌のメッセージ,19 80,Japanese
1986,2201,11858087,12,"Mama, I Wanna Make Rhythm",146000,Al Bowlly with Lew Stone & His Band,Essential Collection,2007,English
1987,2202,16621319,10,"Divertimento No. 6 for 5 Trumpets & 4 Timpani in C major, K. 240b/188: II. Allegro",113000,Wolfgang Amadeus Mozart,Complete Mozart Edition,20 00,[Multiple languages]
1988,2203,2870305,5,Ottawa,326493,Jen Hamel,Fine Small Storm, 20O1,English
1989,2204,10004366,3,Lifework,83960,服部隆之,HERO -Original Sound Track,,Japanese
1990,2205,16294129,11,The Prodigal Son Brings Death,225000,Vangelis,Blade Runner - EMS Recombination,,English
1991,2206,11807289,10,Lost in Blue,256000,ナイトメア,Majestical Parade,2009,Japanese
1992,2207,2332358,17,"Jimmy Breeze, Part 2: Ram's Crumpled Horn",122000,cLOUDDEAD,"2002-07-17: The Peel Sessions: BBC Radio 1, Maida Vale Studios, London, UK",,English
1993,2208,12809570,4,You Are,366133,Landberk,One Man Tell's Another,1q94,
1994,2209,Nonesuch Late Night,3,No Ways Tired,302160,Fontella Bass,8725154,1995,English
1995,2210,7065395,18,Some(T).,280773,Richard Wagner,Tristan und Isolde (Philharmonia Orchestra feat. conductor: Wilhelm Furtwängler),,German
1996,2211,11904541,2,Kaiyil Kuzhaludan,285293,Nithyasree Mahadevan,Memorable Concerts From Rfa's September Season 2009,2009,[Multiple languages]
1997,2212,9118610,22,Немного солнца (версия Шуры Би-2),,Би-2,Раритетный,2006,Russian
1998,2213,5388400,15,Trên đường chiến thắng (On the Road to Victory),135000,Triệu Tiến Vượng,"The Music of Vietnam, Volume 1.1",199 4,Vietnamese
1999,2214,9207270,6,Bikini Atoll,144720,Acid Washed,Acid Washed,2010,English
2000,2215,14422079,17,"Diabelli Variations, Op.120: Var. XVI. Allegro - Var. XVII.",117733,Ludwig van Beethoven,Diabelli Variations op. 120,,English
5595,2216,1914151,9,Love of My Life,258066,David Palmer,Passing Open Windows: A Symphonic Tribute to Queen,1996,English
2001,2217,12326964,17,,317653,LOL,Ultimate NRG 4,2 009,English
2002,2218,16329491,8,Fingers,116335,Then Comes Silence,Then Comes Silence II,2013,English
2003,2219,13010295,82,How Far Can We Go: Unknown Effect (30 second version),30000,Viktor Petrov,Experiments,,English
2004,2220,15792688,2,Cocaine Jesus,161680,Zacharius Carls Group,Image of Love,2013,English
2005,2221,7483789,3,Намалюю тобi,187000,Тіна Кароль,Ноченька,,Russian
2006,2222,5832849,6,"From ""Treasure""",16000,Vernon Elliot,The Clangers,2001,English
2007,2223,16202318,6,Gypsy Django,178207,Humming House,Live at the Red Clay Theatre,2012,English
2008,2224,15504596,4,Here We Are,207106,English,Here We Are,,Patchwork
2009,2225,10608936,216,Change Something,15000,Mick Kiely,Lifestyle Smile,2O09,English
2010,2226,12766104,C10,,35000,John Baker,Music From the BBC Radiophonic Workshop,2 003,English
2011,2227,13050030,16,Do What You Want,242493,English,Monkey Business,2005,The Black Eyed Peas
2012,2228,3105148,20,Blowin' In The Wind (1966),167573,Elvis Presley,In a Private Moment,,English
2013,2229,14347149,11,Aquarello,551666,Ataraxia,Ad perpetuam rei memoriam,19 94,[Multiple languages]
5655,2230,6779611,5,Disequilibrium,146000,Meredith Monk,Impermanence,,English
2014,2231,7657712,2,Voyage to Hell,794000,Paul Chain,The Improvisor - Official Live Bootleg (disc 1),,English
2015,2232,9492021,10,Slowcar to China,542000,Gary Numan,Tubeway Army / Dance,1987,English
2016,2233,11290156,3,Chocolate,219000,Profetas,Putumayo Presents: Latin Beat,2011,[Multiple languages]
2017,2234,10702548,1,Girls With English Accents,148000,Fergus & Geronimo,Unlearn,201l,English
2018,2235,4087572,14,Just One of Those Things,171306,Sonny Criss,The Complete Imperial Sessions,2O00,English
2019,2236,9774983,22,City Winds,177973,The Silkie,"The Fantastic French 60's EP Collection, Volume 2",2007,English
2020,2237,4212585,13,"Aria: Ach, mein Sinn",186000,Johann Sebastian Bach,Johannes Passion,1964,German
2021,2238,13923044,2,Tinnitus,238000,Comfort Fit,Private Primate,2010,English
2022,2239,8688431,25,Le club des chiâleux,145560,La Jungle,Sauvageries,,French
2023,2240,3491900,6,Heroine,English,Love Cup,...Greefus Groinks and Sheet,,304226
2024,2241,11961557,9,Queens of Noise,194000,Dakota Fanning & Kristen Stewart,The Runaways: Music From the Motion Picture,20 1O,English
2025,2242,8188420,3,Hity na czasie,222000,Tede,Esende Mylffon,2 006,Polish
2026,2243,94925,2,Hitz egin,198000,Negu Gorriak,Ideia zabaldu,1995,Basque
2027,2244,1347649,7,Oranges: Les Ridicules,194666,Сергей Сергеевич Прокофьев,"Violin Concertos Nos. 1, 2 / Love for Three Oranges Suite",,
